country,year,strata1, ref_pct ,ref_pct_of,source
NGA,2012,North East - Urban,2.48,% HHs,"Basic info doc, table 3.1, p23; rural urban disaggregation"
NGA,2012,North West - Urban,3.31,% HHs,"Basic info doc, table 3.1, p23; rural urban disaggregation"
NGA,2012,South East - Urban,4.18,% HHs,"Basic info doc, table 3.1, p23; rural urban disaggregation"
NGA,2012,South South - Urban,4.64,% HHs,"Basic info doc, table 3.1, p23; rural urban disaggregation"
NGA,2012,South West - Urban,11.92,% HHs,"Basic info doc, table 3.1, p23; rural urban disaggregation"
NGA,2012,North Central- Rural,12.09,% HHs,"Basic info doc, table 3.1, p23; rural urban disaggregation"
NGA,2012,North East - Rural,13.23,% HHs,"Basic info doc, table 3.1, p23; rural urban disaggregation"
NGA,2012,North West - Rural,15.31,% HHs,"Basic info doc, table 3.1, p23; rural urban disaggregation"
NGA,2012,South East - Rural,12,% HHs,"Basic info doc, table 3.1, p23; rural urban disaggregation"
NGA,2012,South South - Rural,11.49,% HHs,"Basic info doc, table 3.1, p23; rural urban disaggregation"
NGA,2012,South West - Rural,4.81,% HHs,"Basic info doc, table 3.1, p23; rural urban disaggregation"
NGA,2015,North Central ,16.96,% HHs,"Basic info doc, table 3.1, p19"
NGA,2015,North East ,14.04,% HHs,"Basic info doc, table 3.1, p19"
NGA,2015,North West ,19.25,% HHs,"Basic info doc, table 3.1, p19"
NGA,2015,South East ,16.48,% HHs,"Basic info doc, table 3.1, p19"
NGA,2015,South South ,16.24,% HHs,"Basic info doc, table 3.1, p19"
NGA,2015,South West ,17.03,% HHs,"Basic info doc, table 3.1, p19"
NGA,2015,North Central - Urban,4.58,% HHs,"Basic info doc, table 3.1, p19; rural urban disaggregation"
NGA,2015,North East - Urban,2.31,% HHs,"Basic info doc, table 3.1, p19; rural urban disaggregation"
NGA,2015,North West - Urban,3.56,% HHs,"Basic info doc, table 3.1, p19; rural urban disaggregation"
NGA,2015,South East - Urban,4.21,% HHs,"Basic info doc, table 3.1, p19; rural urban disaggregation"
NGA,2015,South South - Urban,4.82,% HHs,"Basic info doc, table 3.1, p19; rural urban disaggregation"
NGA,2015,South West - Urban,12.14,% HHs,"Basic info doc, table 3.1, p19; rural urban disaggregation"
NGA,2015,North Central - Rural,12.38,% HHs,"Basic info doc, table 3.1, p19; rural urban disaggregation"
NGA,2015,North East - Rural,11.72,% HHs,"Basic info doc, table 3.1, p19; rural urban disaggregation"
NGA,2015,North West - Rural,15.7,% HHs,"Basic info doc, table 3.1, p19; rural urban disaggregation"
NGA,2015,South East - Rural,12.27,% HHs,"Basic info doc, table 3.1, p19; rural urban disaggregation"
NGA,2015,South South - Rural,11.42,% HHs,"Basic info doc, table 3.1, p19; rural urban disaggregation"
NGA,2015,South West - Rural,4.89,% HHs,"Basic info doc, table 3.1, p19; rural urban disaggregation"
NGA,2018,NORTH CENTRAL ,16.84,% HHs,"Basic info doc, table 3.1, p24"
NGA,2018,NORTH EAST ,16.6,% HHs,"Basic info doc, table 3.1, p24"
NGA,2018,NORTH WEST ,17.02,% HHs,"Basic info doc, table 3.1, p24"
NGA,2018,SOUTH EAST ,16.62,% HHs,"Basic info doc, table 3.1, p24"
NGA,2018,SOUTH SOUTH ,16.36,% HHs,"Basic info doc, table 3.1, p24"
NGA,2018,SOUTH WEST ,16.56,% HHs,"Basic info doc, table 3.1, p24"
NGA,2018,NORTH CENTRAL - Urban,4.76,% HHs,"Basic info doc, table 3.1, p24; rural urban disaggregation"
NGA,2018,NORTH EAST - Urban,2.53,% HHs,"Basic info doc, table 3.1, p24; rural urban disaggregation"
NGA,2018,NORTH WEST - Urban,3.34,% HHs,"Basic info doc, table 3.1, p24; rural urban disaggregation"
NGA,2018,SOUTH EAST - Urban,4.16,% HHs,"Basic info doc, table 3.1, p24; rural urban disaggregation"
NGA,2018,SOUTH SOUTH - Urban,4.82,% HHs,"Basic info doc, table 3.1, p24; rural urban disaggregation"
NGA,2018,SOUTH WEST - Urban,12,% HHs,"Basic info doc, table 3.1, p24; rural urban disaggregation"
NGA,2018,NORTH CENTRAL - Rural,12.08,% HHs,"Basic info doc, table 3.1, p24; rural urban disaggregation"
NGA,2018,NORTH EAST - Rural,14.07,% HHs,"Basic info doc, table 3.1, p24; rural urban disaggregation"
NGA,2018,NORTH WEST - Rural,13.69,% HHs,"Basic info doc, table 3.1, p24; rural urban disaggregation"
NGA,2018,SOUTH EAST - Rural,12.46,% HHs,"Basic info doc, table 3.1, p24; rural urban disaggregation"
NGA,2018,SOUTH SOUTH - Rural,11.54,% HHs,"Basic info doc, table 3.1, p24; rural urban disaggregation"
NGA,2018,SOUTH WEST - Rural,4.56,% HHs,"Basic info doc, table 3.1, p24; rural urban disaggregation"
TZA,2008,Rural,63,% HHs,"""Based on the 2002 Population and Housing Census, rural residents comprise roughly 77% of the population, compared with 63% of the NPS sample. The NPS sample gives slighter greater weight to urban areas due to the higher levels of inequality in these areas, and added difficulty in estimating poverty rates and other statistics. """
TZA,2008,Urban,37,% HHs,"""Based on the 2002 Population and Housing Census, rural residents comprise roughly 77% of the population, compared with 63% of the NPS sample. The NPS sample gives slighter greater weight to urban areas due to the higher levels of inequality in these areas, and added difficulty in estimating poverty rates and other statistics. """
TZA,2010,Rural,63,% HHs,"""Based on the 2002 Population and Housing Census, rural residents comprise roughly 77% of the population, compared with 63% of the NPS sample. The NPS sample gives slighter greater weight to urban areas due to the higher levels of inequality in these areas, and added difficulty in estimating poverty rates and other statistics. """
TZA,2010,Urban,37,% HHs,"""Based on the 2002 Population and Housing Census, rural residents comprise roughly 77% of the population, compared with 63% of the NPS sample. The NPS sample gives slighter greater weight to urban areas due to the higher levels of inequality in these areas, and added difficulty in estimating poverty rates and other statistics. """
TZA,2012,Rural,63,% HHs,"""Based on the 2002 Population and Housing Census, rural residents comprise roughly 77% of the population, compared with 63% of the NPS sample. The NPS sample gives slighter greater weight to urban areas due to the higher levels of inequality in these areas, and added difficulty in estimating poverty rates and other statistics. """
TZA,2012,Urban,37,% HHs,"""Based on the 2002 Population and Housing Census, rural residents comprise roughly 77% of the population, compared with 63% of the NPS sample. The NPS sample gives slighter greater weight to urban areas due to the higher levels of inequality in these areas, and added difficulty in estimating poverty rates and other statistics. """
TZA,2014,Rural,63,% HHs,"""Based on the 2002 Population and Housing Census, rural residents comprise roughly 77% of the population, compared with 63% of the NPS sample. The NPS sample gives slighter greater weight to urban areas due to the higher levels of inequality in these areas, and added difficulty in estimating poverty rates and other statistics. """
TZA,2014,Urban,37,% HHs,"""Based on the 2002 Population and Housing Census, rural residents comprise roughly 77% of the population, compared with 63% of the NPS sample. The NPS sample gives slighter greater weight to urban areas due to the higher levels of inequality in these areas, and added difficulty in estimating poverty rates and other statistics. """
TZA,2019,Rural,63,% HHs,"""Based on the 2002 Population and Housing Census, rural residents comprise roughly 77% of the population, compared with 63% of the NPS sample. The NPS sample gives slighter greater weight to urban areas due to the higher levels of inequality in these areas, and added difficulty in estimating poverty rates and other statistics. """
TZA,2019,Urban,37,% HHs,"""Based on the 2002 Population and Housing Census, rural residents comprise roughly 77% of the population, compared with 63% of the NPS sample. The NPS sample gives slighter greater weight to urban areas due to the higher levels of inequality in these areas, and added difficulty in estimating poverty rates and other statistics. """
